,name,qualification,specialization,clinic_address,timing_days,timing_session,review_score,consultation_fee,current_url,feedbacks

5,Dr. Neha Raghuvanshi,BHMS,"AYUSHHomoeopath
12 Years Experience Overall","Building No.18, 3rd Floor, Shreeji Tower, Shankar Vihar, Near V3S mall and Nirman Vihar Metro station, opp. Pillar no. 70 and 71 , Vikas Marg, Preet Vihar East Delhi, Delhi-110092, Landmark: opp. Pillar no. 70 and 71 , Vikas Marg, Preet Vihar Eastr 70 and Near V3S mall, Delhi",Mon - Fri,11:00 AM - 08:00 PM,,₹450,https://www.practo.com/delhi/doctor/dr-neha-raghuvanshi-homoeopath-1?practice_id=1271994&specialization=Homoeopath&referrer=doctor_listing,"['I recommend the doctorTwo months back, I started my treatment. Now it is effectively working and results are as expected. While performing the diagnosis, Dr. Neha Raghuvanshi was very friendly. She explained everything in detail. I am satisfied with the overall experience.', 'I recommend the doctorI consulted her only one time. She discussed the problems well and advised the proper solutions. The outcome was absolutely satisfactory.', 'I do not recommend the doctorVery arrogant and cold once we said we need some time to think about the medical plan since not everyone goes to a doctor carrying 20 thousand rupees. No connection with the patient. ****** ********** ** ********** ****** Won’t recommend :)', 'Visited For  Menstrual Disorders ManagementPigmented SkinI do not recommend the doctorHoped for better: Treatment satisfactionValue for money']"

6,Dr. Chhavi Bansal,"BHMS, MS - Psychology","AYUSHHomoeopath
11 Years Experience Overall","C-38, Raj Nagar, Landmark: Near Rajdhani Enclave, Delhi","Mon - Wed, Fri - Sat","11:00 AM - 01:15 PM
06:00 PM - 07:45 PM",98% (370 votes),₹500,https://www.practo.com/delhi/doctor/dr-chhavi-bansal-homeopath-1?practice_id=1124019&specialization=Homoeopath&referrer=doctor_listing,"['Visited For Acidity TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionI have been visiting her since 6 months now and my medication is about to end soon. She treated me with my acidity/gastric gland issue which has been with me since I was 10 and got worse after covid.*** ********* *** ****** ******* ***** **** ********* **** A lil patience helped me, it might help you too. :)', ""Visited For Cough TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionProblem was well attended,every detail was discussed and explained patiently to reach the root cause, I'm improving on my problem,I'm sure I'll be ok very soon.Thankyou Dr.Chhavi Bansal."", 'Visited For Mood DisorderI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyExcellent dr and her suggestion realistic and practical. Happy with the resolution and I can see the difference in myself within a short span of time', 'Visited For child careI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyI m very happy with dr.chhavi ji ...she is very friendly..i can share any thing regarding my child issues..she solve very well n understand my child problems very deeply..i m very satisfied with dr chhavi didi ..i love her❤️❤️', 'Visited For Cough TreatmentI recommend the doctorHappy with: Value for moneyTreatment satisfactionExplanation of the health issueDoctor friendlinessQuick diagnosis, guidance and medication . Personal attention given. Regular follow up. Tries to find the root cause of the problem', 'Visited For Hair LossObesity TreatmentI recommend the doctorIt was overall a great experienceThe appointment started a bit late as the previous patient tool more time than expected but that was reasonable. Luckily I had booked an appointment else would have to more like other patients who just walked in without an appointment.Doctor Chhavi was very patient in listening my description and did ask very good questions to get an even better understanding. I thought she would give me some 5-6 medicines, 1 per my problem. But she was not a kind who would have pills for all the trivial issues. She did educate me about lifestyle disorders which are causing most of my day to day problems while still giving me medicine for the ""actual"" problem.I was amazed by her observation power', 'I recommend the doctor** ****** ** ** ********* ************** She is patient and clam and gives the ***** medicine for any issue that you may face. I would highly recommend her for any health issue you are facing.', ""I recommend the doctorhello I am priyanka and I am suffering from writers cramp one of the unknown disease from last 4 years.. I am not able to write a single word and due to this I am very much disappointed with me. I am not able to achieve my academic goals due to this problem. I have taken allopathy treatment for the problem but doesn't find any relief than I go for Dr. Chhavi Bansal and my world get changed within 4 months. she is not just a Doctor but I guess a magician. seriously I couldn't expect this much form a Homeopathy treatment. I would recommend everyone for Dr. Bansal to cure one's diseases."", 'Visited For uric acidI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionWait timeValue for money**** **** ******* very good freindly nature. desease is completely cured from root cause. God bless her.', 'I recommend the doctorHappy with: Explanation of the health issueMust must must visit. No experienced doctor *** ********** ** ********** ** **** *** Dr. Chhavi is amazing. Within the single consultation she completely understood my body type and the way my body reacts to certain situation.I highly recommend a visit to her clinic.']"

7,Dr. Poonam Pasricha,BHMS,"AYUSHHomoeopath
37 Years Experience Overall","51/7, Jwala Heri Market, Landmark: Behind Kumar Sweets & Near Mahavir Crockery, Delhi","Mon - Tue, Fri - Sat",01:30 PM - 06:00 PM,,₹700,https://www.practo.com/delhi/doctor/dr-mrs-poonam-pasricha-homeopath?practice_id=703043&specialization=Homoeopath&referrer=doctor_listing,['Visited For Joint Pain TreatmentI recommend the doctorDoctor was very patient and well experienced. Took good amount of time to listen and discuss the root cause of issue. Gave suggestions and was able to tell us the other issues related to problem.']

8,Dr. Sneh Khera,BHMS,"AYUSHHomoeopath
37 Years Experience Overall","Shop No-8, Ground Floor, Guru Nanak Market, Nearest metro station ( Moolchand Metro Station ), Landmark: Mother Diary Guru Nanak Market, Delhi",Mon - Sat,"10:00 AM - 02:00 PM
05:00 PM - 08:00 PM",92% (163 votes),₹330,https://www.practo.com/delhi/doctor/dr-sneh-khera-homeopath?practice_id=709153&specialization=Homoeopath&referrer=doctor_listing,"['Visited For Removal Of WartsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeAwesome and my warts are gone within 2monthsDoctor is friendly and listens patientlyVery clean sorrounding', ""Visited For Homeopathic TreatmentsI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait time*** ***** ** *** **** *** ** *** **** ******* * **** **** *** she is also a very pure and good human being. I find that I can talk to her about whatever is troubling me very comfortably, as she is a very patient and kind listener, as well as a sweet and soft spoken person.I went to her with the problem of hair fall, dandruff and scalp infections. I had tried everything but nothing had cured it and I was beginning to be very scared. Initially I was doubtful of trying homeopathy, but that doubt was soon cleared away. After a careful analysis, Dr Khera gave me medicine to eat as well as hair tonics to apply on my scalp. She also told me of how I could improve my diet to include food which is good for the hair. After a regular dosage, I could start to not only feel the change, but also see it. My hair fall reduced and the scabs on my scalp also went away. The dandruff takes some time, but is also clearing.I have to say that I'm very impressed by Dr Kheras treatments and methods. I will be going to her for every problem I happen to encounter from now and also recommend her to everyone I know.Thank you, Dr Khera, for everything! :)Dr. Sneh Khera repliedThanks Kaveri for your kind words.Really happy to know that you are satisfied Wish you speedy recovery"", 'Visited For menstrualI recommend the doctorHappy with: Treatment satisfactionI was literally so irritated, puzzled up, stressed out due to my irregular menstrual cycle from the very beginning. It was just killing me from inside, getting suffer 2 times a month and last for 10 days atleast took all my blood out of my body. Just a blessing that I greatfully met dr. Sneh kehra... Being a self doctor, I was not able solved out it that which path should I follow. But homeopathy came out the miracle for me. The way she worked on me with all her compositions of homeopathic medicine treated me . It is literally working on me.After so many years, finally I am regular on my periods,once in a month. My words are so less here to express how much I am thankful to her. The best thing happened to me last year was dr. Sneh kehra. I will surely recommend everyone to her. 😘😘thank u maam', ""I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyI have tried many Allopathic medicine and medical practitioner but to no avail.Then ,one of my friend suggested me to consult Dr. Khera, which turned out to be the best decision for my ailementFirst of all she is very soft sopken and helping, which make the patient to discuss the issue openly and freely.Also, Dr. Khera tries to understand the need of the patient and work tirelessly to eradicate the problems from the rootDr.Khera's prescription are quite effective and work on the root cause of the problemAs I was facing the issue of stone 16mm in my gall bladder after my pregnancy most of the allopathic doctor suggested me to go for the surgery, *** ********** ************ ****** *********** *** I witness not only breakage of gallbladder stone , but,also painless period even when my gall stone was breakingSo, I recommend you to go for it without any hesitation in your mind"", ""Visited For menstrualI do not recommend the doctorHoped for better: Value for moneyI visited for issues relating to my menstrual cycle.The waiting time was around 20 minutes. The doctor was friendly and explains everything properly. But the thing that extremely shocked me for a minute was she gave me medicine for 2 weeks for which she charged 300 as consultation900 for medicines***** ********* ***** *********** ********* ******* ** **** ****** **** *** **** ******* ****** ** * **** *** ***** **** ** *****She told me to follow her diet plan for a week and wrote what I have to eat for breakfast lunch and dinner... Strange thing is that she charged 1600 separately for that diet charged.Also she gave me medicine for hair in a small bottle for which she charged 900So the appointment costs me 3700 in total.Extremely costly *** *********** ******** ** * ***** **** **** ** ***** ********** ****** **** ***** **** **** ******* ***** **** ******* I don't understand then why they charge 300 as consultation?My mom was shocked when I came back ... That for writing on a paper what I have to eat costs 1600 bugs. And medicines of 2100 rupees.I just have menstruation disturbance ***** ** **** ****** ***** ***** ***** ****.* *** *********** ** ********** ** * **** ******** *** ***** *** **** ******* *..I can't believeI don't understand why she charged 3700 from me. And even I was not able to cross question her that time... My bad.Being a student , my mom made me realized today how parents manage to earn. *** **** ******* *** ******* ******** ****** ** **** **** *****.So disappointing appointment , I wish I could have never visited to lajpat nagar kheras clinic 😔Dr. Sneh Khera repliedYour explaination is irrelevant don’t want to argue Get well soon"", ""Visited For Skin infectionsI do not recommend the doctorHoped for better: Treatment satisfactionValue for money1. she's a very calm doctor, she's very sweet and she will listen to you very nicely. ***** * **** ************* ****** ** ***** The best part is you can talk to her on WhatsApp anytime you want.2. I took treatment for an std, piles, and mouth ulcers for almost 6 weeks(1.5months) as of now. I am discontinuing the treatment because I couldn't find any sort of relief. Though she said it will take time, and i thought I would continue but, * ****** ** ** *********** ** **** *** ***** ****** I am sure not to Continue. Hence, She is definitely a nice doctor but I am not continuing because of any sort of relief. 3. Also, Medicines are very expensive- 2000 rs per month and 300 consultation is definitely expensive. Somewhere equal or slightly higher to how much I had spent on Allopathy treatment for another disease. * **** ***** ********** ** ******* **** ********** *** ** **** ** ******* **** * **** ********* *** * ***** *** ** ***** The high cost of medicine was another cause of me discontinuing. * Hence, In all She's a nice doctor, very sweet and polite but she's definitely expensive, *** *** ********* ****** **** *** *** I hope my honest review will help everyone. :)"", 'I recommend the doctorI must thank dr khera for her personalised treatment given to me when I visited her. I live in noida and travelling all the way to amar colony was worth my visit.This was my second visit to her clinic and trust me I suffer with this skin disorder with which I am suffering from 20 years and with her first dose of two weeks the problem seems to be attended. Homeopathy is a treatment which no doubt takes time and with the medication and treatment given to me I am willing to visit dr khera in near future to finally get rid of it.Thanks dr khera once again.RegardsUmang kumarDr. Sneh Khera repliedThanks Mr Umang Kumar .Its my duty to take good care of each patient .', 'I recommend the doctorHappy with: Value for moneyDoctor friendlinessExplanation of the health issueTreatment satisfactionI visited Dr. Khera regarding extensive hair fall and dandruff. Initially i had tried various home remedies and also allopathy to cure the problem, but nothing seemed to work really. Dr. Khera explained the core of the problem in a manner that was easy to grasp. Along with medication she gave me tips on how to take better care, and I was surprised how fast the homeopathic treatment controlling hair fall and reducing dandruff. She creates a comfortable and friendly atmosphere that made it easier for me as a patient.Dr. Sneh Khera repliedVinati Sehgal thanks so much Wish you speedy recovery', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyI went to dr Sneyh S Khera on the recommendation by my relative for the treatment of kidney stone and many other problems like UTI pain in my stone affected kidney .I found her very professional .My every symptom was heard and noted .she heard me very patiently ,I had bundle of fresh and old reports she went thru all the reports and the results are very satisfying my pain has reduced considerably I am advised few dietary precautions and good water intake .following all the Advices given by the doctor . I am fully satisfied as couldn’t see any and I would highly recommend Dr Sneyh S KheraDr. Sneh Khera repliedThanks for your positive words .It gives lot of encouragement to know that you are satisfied and episodes of pain are reduced . Get well soon', 'Visited For Obesity TreatmentJoint Pain TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyI had opportunity of visiting Dr Sneh today as I was having pain in knee with swelling . She listened to me about my problems and explained my problem to me in a way in which should be explained to a non medico with explaining on net where my problem was . She gave me useful tips on my knee problem. I was deeply impressed as her diagnosis and a orthopaedic surgeon I had visited earlier were the same. She recommended diet control along with homeopathic medicines . As I was impressed by her approach I took diet chart from her along with medicine . I will be visiting her again after a week to tell her about my progress . It is rare to find a doctor who listens to your problems patiently .Dr. Sneh Khera repliedThanks Sunil for your feedback .Get well soon.']"

9,Dr. Inderpreet Batra,BHMS,"AYUSHHomoeopath
33 Years Experience Overall","R-155, Basement, Greater Kailash Part - 1, New Delhi - 110048, Landmark: M-Block Market, G.K-1, Delhi",Mon - Sun,"09:00 AM - 01:00 PM
02:00 PM - 07:00 PM",,₹1000,https://www.practo.com/delhi/doctor/inderpreet-batra-homoeopath?practice_id=1309534&specialization=Homoeopath&referrer=doctor_listing,"['I recommend the doctorwounderful wxperience with Dr Batra. She diagnosis the issue very clearly and give me the best teatment options in homepathy. *** ** **** ****** * **** ************', 'I recommend the doctorThe doctor is very experienced and understands problems vey patiently. I have consulted her for various problems *** **** ***** *** ********* **** ********** Must visit!Dr. Inderpreet Batra repliedThanks', 'I recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeI was suffering from many health issues which I get cured by doctor inderpreet batra . *** ** **** **** ****** *** * humble person . I almost get cured by her treatment in few time .', ""I recommend the doctorThe doctor was very patient she listened to my problem very patiently and suggested that I am suffering from anxiety and gave me some medicines. Now I am able to sleep very well and I'm calm throughout the day. Will surely recommend the doctor."", 'Visited For Mood DisorderConsultantInsomnia TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait time*** ** **** **** ******* She treated me like her own child. I want if anyone has any health related problem, go for her.', 'I recommend the doctor**** ****** ** ***** *** *** immunity boosting treatment. very polite and understanding. Highly recommended', 'Visited For Cough TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyI will definitely recommend this doctor she listens to patients problem and give complete time and my cough and allergy went away in just one day.', 'Visited For Eczema TreatmentRespiratory TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyWait timeHighly recommended doctor was very patient with the questions about my eczema and seasonal respiratory issue . I have got tremendous relief in one week. Will visit her again in future for my hair loss treatment.', 'I recommend the doctorvery nice and experienced doctor. listened to me very carefully. I went for two three problems and I got cured for all. the cuts in my hands vanished the very next day and my piles is also getting better. highly recommended doctor.', 'Visited For Cough TreatmentI recommend the doctorHappy with: Doctor friendlinessExplanation of the health issueTreatment satisfactionValue for moneyIt took me a while to find a doctor that made me feel comfortable and welcome! Dr. (Inderpreet Batra) as well as her staff are awesome, they listen and give the best advice. Dr. (Batra) really strives to give the best care possible to each of her patients.Dr. Inderpreet Batra repliedThanks']"
