,age,job,marital,education,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
39540,35,2,2,3,1,1,1,5,4,574,1,999,0,3,1.4,93.918,-42.7,4.968,5228.1,1
39541,30,1,1,7,2,1,1,9,1,711,1,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
39542,29,10,1,7,1,1,1,5,5,1007,6,999,0,3,-2.9,92.469,-33.6,1.059,5076.2,1
39543,39,10,3,6,2,2,1,6,2,80,2,999,0,3,1.4,93.444,-36.1,4.966,5228.1,0
39544,23,9,1,6,1,1,1,7,3,213,2,15,1,1,-1.1,94.199,-37.5,0.876,4963.6,1
39545,46,10,3,7,2,1,2,5,5,1946,4,999,0,3,1.4,93.918,-42.7,4.962,5228.1,1
39546,41,10,1,6,2,1,2,3,5,103,1,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
39547,40,10,2,7,2,1,1,5,4,296,3,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
39548,30,7,2,6,2,1,1,9,4,329,2,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
39549,35,1,2,7,2,1,1,6,3,765,2,6,3,1,-1.7,94.027,-38.3,0.903,4991.6,1
39550,31,8,1,4,1,2,1,3,1,369,2,999,1,2,-1.8,92.893,-46.2,1.299,5099.1,0
39551,48,1,1,7,2,2,2,5,2,265,4,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
39552,35,2,2,2,2,1,1,3,1,214,2,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,0
39553,41,10,2,6,2,1,1,2,5,51,6,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
39554,39,10,2,4,2,1,1,5,4,123,3,999,0,3,1.4,93.918,-42.7,4.968,5228.1,0
39555,29,1,1,7,2,1,1,9,2,224,1,999,0,3,-0.1,93.2,-42.0,4.153,5195.8,0
39556,37,2,2,1,1,1,1,3,5,206,1,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,0
39557,45,7,2,7,2,1,1,9,1,487,1,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
39558,45,1,2,7,1,1,1,5,2,114,2,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
39559,54,1,1,7,1,1,1,6,4,218,2,999,0,3,1.4,93.444,-36.1,4.968,5228.1,0
39560,47,2,2,4,1,1,1,3,3,327,1,999,1,2,-1.8,92.893,-46.2,1.334,5099.1,0
39561,45,2,2,3,2,1,1,2,5,582,2,999,0,3,-1.8,93.075,-47.1,1.479,5099.1,0
39562,42,10,2,6,2,1,1,3,4,196,2,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,0
39563,41,2,2,1,1,1,2,3,4,513,3,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
39564,29,1,1,4,1,1,1,6,5,88,1,999,2,2,-2.9,92.201,-31.4,0.881,5076.2,0
39565,28,1,2,7,1,1,1,6,5,161,4,999,0,3,-1.7,94.027,-38.3,0.898,4991.6,0
39566,48,10,3,3,2,1,1,3,2,62,1,999,1,2,-1.8,92.893,-46.2,1.291,5099.1,0
39567,33,9,1,8,1,1,1,9,1,288,2,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
39568,47,1,2,8,1,1,2,3,5,230,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
39569,31,1,1,7,2,1,1,6,4,111,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
39570,39,1,2,3,1,1,1,6,4,371,2,999,0,3,-2.9,92.201,-31.4,0.873,5076.2,0
39571,41,10,3,1,2,1,2,3,2,725,1,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
39572,60,6,2,1,1,1,2,3,2,188,2,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
39573,25,1,2,4,2,1,1,9,4,702,1,999,0,3,-3.4,92.649,-30.1,0.714,5017.5,0
39574,36,4,3,1,2,1,1,9,2,171,1,999,0,3,-0.1,93.2,-42.0,4.153,5195.8,0
39575,35,2,2,3,2,1,1,5,5,1373,4,999,0,3,1.4,93.918,-42.7,4.957,5228.1,1
39576,59,1,1,6,1,1,2,3,3,291,4,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
39577,59,1,2,4,2,1,1,2,4,147,3,999,1,2,-1.8,93.075,-47.1,1.365,5099.1,0
39578,42,2,2,2,1,2,1,3,2,431,1,999,0,3,-1.8,92.893,-46.2,1.291,5099.1,0
39579,34,2,2,3,1,2,1,5,5,196,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
39580,30,3,2,3,1,1,2,4,5,153,2,999,0,3,1.4,94.465,-41.8,4.947,5228.1,0
39581,48,8,2,4,3,3,2,3,2,152,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
39582,58,7,2,2,2,1,1,6,4,157,5,999,0,3,1.4,93.444,-36.1,4.962,5228.1,0
39583,35,2,1,3,2,1,1,3,3,123,2,999,0,3,-1.8,92.893,-46.2,1.27,5099.1,0
39584,30,2,2,1,1,2,1,3,1,255,1,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,0
39585,39,8,3,2,1,1,2,4,5,512,2,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
39586,58,2,1,1,1,1,1,3,2,304,2,999,1,2,-1.8,92.893,-46.2,1.344,5099.1,0
39587,37,1,1,7,2,1,2,4,4,179,3,999,0,3,1.4,94.465,-41.8,4.955,5228.1,0
39588,33,8,2,4,2,1,1,3,4,397,1,999,2,2,-1.8,92.893,-46.2,1.327,5099.1,0
39589,30,1,3,7,2,1,1,9,3,589,1,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
39590,48,5,2,7,2,2,1,9,2,747,2,999,0,3,-3.4,92.649,-30.1,0.715,5017.5,1
39591,54,10,2,7,2,2,2,4,5,123,1,999,0,3,1.4,94.465,-41.8,4.967,5228.1,0
39592,33,1,1,7,2,1,1,6,3,67,1,3,1,1,-2.9,92.201,-31.4,0.854,5076.2,0
39593,57,5,2,7,2,1,1,9,3,589,2,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,1
39594,57,10,2,6,1,2,2,3,2,289,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
39595,36,2,2,1,1,1,2,3,1,114,5,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
39596,47,1,1,7,2,2,2,3,4,656,1,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
39597,30,2,1,3,2,2,1,5,1,52,6,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
39598,38,10,2,6,2,1,1,6,2,134,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
39599,38,10,1,7,2,2,2,3,2,156,1,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
39600,33,1,2,7,2,1,2,5,5,52,4,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
39601,34,10,2,6,1,1,1,5,3,187,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
39602,36,10,3,6,3,3,1,9,4,156,4,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
39603,32,2,2,3,2,2,1,3,5,73,3,999,0,3,-1.8,92.893,-46.2,1.25,5099.1,0
39604,36,1,1,7,1,1,1,6,2,260,1,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
39605,48,2,2,1,2,1,2,3,1,717,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
39606,75,6,2,1,1,1,1,8,3,113,2,999,0,3,-3.4,92.431,-26.9,0.724,5017.5,0
39607,26,8,1,4,1,2,1,5,2,125,12,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
39608,55,2,2,1,2,1,2,3,1,385,1,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
39609,32,2,1,4,3,3,1,9,3,77,2,999,0,3,-0.1,93.2,-42.0,4.12,5195.8,0
39610,31,1,1,4,1,1,2,5,5,61,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
39611,36,2,2,3,3,3,2,5,1,102,14,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
39612,44,8,2,4,2,1,2,4,5,40,3,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
39613,28,9,1,8,2,1,1,8,4,231,1,999,0,3,-3.4,92.431,-26.9,0.74,5017.5,0
39614,30,7,1,3,1,2,2,8,1,5,1,999,0,3,-1.1,94.601,-49.5,0.953,4963.6,0
39615,54,8,2,8,1,1,2,4,2,345,2,999,0,3,1.4,94.465,-41.8,4.961,5228.1,0
39616,32,8,2,4,2,1,1,9,2,121,1,999,0,3,-0.1,93.2,-42.0,4.153,5195.8,0
39617,42,1,2,7,1,1,1,6,3,58,1,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
39618,33,2,2,3,2,1,2,3,5,50,3,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
39619,42,10,3,4,1,1,1,6,3,113,3,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
39620,45,10,3,3,1,1,1,9,5,179,4,999,0,3,-0.1,93.2,-42.0,4.021,5195.8,0
39621,36,1,1,7,2,1,1,3,2,104,3,999,1,2,-1.8,92.893,-46.2,1.291,5099.1,0
39622,33,10,1,3,1,1,1,5,4,142,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
39623,38,2,2,2,1,2,2,3,2,132,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
39624,39,7,2,4,2,1,1,3,1,31,6,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,0
39625,66,6,2,8,1,1,1,6,3,147,2,999,1,2,-2.9,92.201,-31.4,0.879,5076.2,1
39626,41,2,2,3,1,1,2,4,4,89,1,999,0,3,1.4,94.465,-41.8,4.866,5228.1,0
39627,34,1,2,7,1,1,2,3,1,81,1,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
39628,33,1,1,4,1,1,1,2,5,405,2,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
39629,33,8,2,4,2,1,1,3,3,1512,1,999,1,2,-1.8,92.893,-46.2,1.281,5099.1,1
39630,42,10,1,6,2,1,1,9,5,91,2,999,0,3,-0.1,93.2,-42.0,4.021,5195.8,0
39631,42,10,3,6,1,1,1,9,1,200,1,999,1,2,-0.1,93.2,-42.0,4.191,5195.8,0
39632,35,10,1,7,2,1,1,3,1,271,2,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,0
39633,63,10,2,6,1,1,1,8,2,157,1,999,0,3,-3.4,92.431,-26.9,0.728,5017.5,0
39634,33,2,2,3,1,1,1,3,3,804,2,9,1,1,-1.8,92.893,-46.2,1.334,5099.1,0
39635,32,10,2,7,2,1,1,5,4,357,7,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
39636,57,7,2,1,2,1,1,2,1,627,5,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
39637,43,8,1,4,1,1,1,3,4,337,5,999,0,3,-1.8,92.893,-46.2,1.327,5099.1,0
39638,44,11,3,4,2,1,2,3,3,269,2,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
39639,46,1,3,4,1,1,1,9,2,91,1,999,0,3,-0.1,93.2,-42.0,4.153,5195.8,0
39640,53,10,2,4,2,1,1,5,5,531,3,999,0,3,-2.9,92.469,-33.6,1.059,5076.2,0
39641,41,1,3,7,2,1,1,6,3,188,4,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
39642,35,1,2,7,2,1,1,3,5,348,4,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,0
39643,26,10,2,6,2,1,1,5,4,804,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,1
39644,35,7,2,7,1,1,1,6,2,112,2,999,0,3,1.4,93.444,-36.1,4.966,5228.1,0
39645,43,11,1,7,2,2,1,9,4,69,3,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
39646,52,4,2,1,1,1,1,6,1,498,2,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
39647,31,2,2,6,1,1,1,5,5,109,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
39648,51,2,2,1,2,1,1,5,1,301,6,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
39649,56,2,2,3,1,1,2,3,3,247,2,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
39650,35,8,2,4,2,1,1,2,5,84,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
39651,43,5,2,7,2,1,1,9,4,661,4,999,1,2,-0.1,93.2,-42.0,4.076,5195.8,0
39652,37,10,1,7,1,1,1,6,2,277,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
39653,57,2,2,8,3,3,2,3,1,98,3,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
39654,40,2,2,4,1,1,2,3,3,1028,2,999,0,3,1.1,93.994,-36.4,4.859,5191.0,1
39655,31,1,1,7,1,1,2,3,5,145,1,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,0
39656,45,5,3,4,2,1,1,6,1,272,1,999,0,3,1.4,93.444,-36.1,4.97,5228.1,0
39657,33,1,1,4,2,1,2,5,4,180,6,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
39658,53,2,1,8,2,1,1,3,3,320,4,999,0,3,-1.8,92.893,-46.2,1.281,5099.1,0
39659,48,1,3,4,1,2,2,3,2,284,2,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
39660,33,2,2,6,1,1,2,3,1,53,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
39661,53,2,2,3,1,1,2,3,2,755,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
39662,55,5,2,7,2,1,2,4,2,22,1,999,0,3,1.4,94.465,-41.8,4.864,5228.1,0
39663,39,11,2,3,1,1,1,9,2,149,1,999,1,2,-0.1,93.2,-42.0,4.153,5195.8,0
39664,30,2,2,2,2,1,2,4,3,98,1,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
39665,46,10,2,6,1,2,2,4,1,63,1,999,0,3,1.4,94.465,-41.8,4.865,5228.1,0
39666,30,5,2,7,1,1,2,3,4,221,2,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
39667,42,2,2,1,1,2,1,2,4,579,3,999,0,3,-1.8,93.075,-47.1,1.41,5099.1,0
39668,31,1,2,4,1,1,1,6,4,155,2,999,0,3,1.4,93.444,-36.1,4.968,5228.1,0
39669,45,2,3,3,2,1,2,4,1,287,1,999,0,3,1.4,94.465,-41.8,4.96,5228.1,0
39670,47,1,2,4,2,2,1,6,4,3322,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
39671,35,2,2,3,1,1,1,2,5,402,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
39672,33,11,2,4,2,1,1,3,1,74,1,999,1,2,-1.8,92.893,-46.2,1.264,5099.1,0
39673,43,1,2,4,2,1,1,5,1,475,4,999,0,3,1.4,93.918,-42.7,4.96,5228.1,0
39674,55,10,2,6,1,1,1,2,1,376,2,999,1,2,-1.8,93.075,-47.1,1.466,5099.1,0
39675,31,10,1,4,1,1,1,3,1,552,2,999,1,2,-1.8,92.893,-46.2,1.299,5099.1,0
39676,32,8,2,4,1,1,2,3,3,423,2,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
39677,30,8,1,4,2,1,2,4,5,9,2,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
39678,31,1,2,4,2,1,2,4,3,105,1,999,0,3,1.4,94.465,-41.8,4.962,5228.1,0
39679,27,8,1,7,1,1,1,5,4,55,2,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
39680,54,1,2,4,2,2,1,6,3,19,13,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
39681,29,8,1,4,2,1,1,9,5,43,1,999,0,3,-0.1,93.2,-42.0,4.021,5195.8,0
39682,34,1,1,7,2,1,1,2,1,285,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
39683,43,10,2,6,1,1,1,6,4,211,3,999,0,3,1.4,93.444,-36.1,4.962,5228.1,0
39684,57,5,1,3,1,1,2,4,5,229,1,999,0,3,1.4,94.465,-41.8,4.967,5228.1,0
39685,26,10,1,6,2,1,1,3,5,11,7,999,0,3,-1.8,92.893,-46.2,1.25,5099.1,0
39686,34,11,2,3,2,1,1,3,4,218,4,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,0
39687,32,1,2,4,2,1,1,3,1,169,1,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,0
39688,54,1,2,3,2,2,1,9,1,167,2,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
39689,31,1,2,4,1,1,1,5,1,160,5,999,0,3,1.4,93.918,-42.7,4.96,5228.1,0
39690,29,9,1,7,2,1,2,3,2,1042,17,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
39691,40,2,2,2,2,1,1,2,1,88,1,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,0
39692,25,5,1,7,1,1,2,7,2,5,1,999,0,3,-1.1,94.199,-37.5,0.877,4963.6,0
39693,39,7,2,7,2,1,2,4,2,123,5,999,0,3,1.4,94.465,-41.8,4.864,5228.1,0
39694,38,10,2,4,1,1,1,6,2,89,2,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
39695,46,3,2,1,2,1,1,2,1,630,3,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
39696,42,10,1,7,1,2,1,3,1,9,5,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,0
39697,40,2,2,2,1,1,1,3,2,316,1,11,1,1,-1.8,92.893,-46.2,1.344,5099.1,0
39698,45,5,2,7,1,2,2,5,5,355,1,999,0,3,1.4,93.918,-42.7,4.959,5228.1,0
39699,46,10,2,7,2,1,1,3,1,231,1,999,1,2,-1.8,92.893,-46.2,1.299,5099.1,0
39700,39,10,2,6,1,1,1,2,4,208,3,999,1,2,-1.8,93.749,-34.6,0.64,5008.7,0
39701,39,2,2,2,2,1,1,5,2,238,2,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
39702,30,1,2,7,2,1,1,5,5,799,2,999,0,3,1.4,93.918,-42.7,4.957,5228.1,1
39703,41,2,2,8,2,1,2,5,2,460,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
39704,42,2,2,3,2,1,2,4,3,264,2,999,0,3,1.4,94.465,-41.8,4.864,5228.1,0
39705,56,6,2,2,2,2,2,4,5,37,3,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
39706,55,10,2,6,1,1,1,8,2,285,1,999,0,3,-3.4,92.431,-26.9,0.742,5017.5,0
39707,33,1,2,4,1,1,2,3,3,143,1,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
39708,39,2,2,3,1,2,2,3,2,333,2,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
39709,40,10,2,6,2,2,1,2,1,314,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
39710,32,10,2,7,2,1,1,6,4,228,2,999,0,3,1.4,93.444,-36.1,4.968,5228.1,0
39711,52,2,2,3,1,1,1,9,4,176,2,999,0,3,-0.1,93.2,-42.0,4.076,5195.8,0
39712,31,10,1,7,2,1,1,5,5,800,6,999,0,3,1.4,93.918,-42.7,4.957,5228.1,0
39713,34,5,2,7,1,2,1,6,4,82,2,999,0,3,1.4,93.444,-36.1,4.968,5228.1,0
39714,45,2,2,1,1,1,1,5,2,157,5,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
39715,50,12,2,8,2,1,1,6,1,90,2,999,0,3,1.4,93.444,-36.1,4.97,5228.1,0
39716,26,8,1,4,2,1,1,5,3,142,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
39717,64,6,2,4,2,1,1,9,1,79,4,999,2,2,-3.4,92.649,-30.1,0.714,5017.5,0
39718,56,2,2,1,1,1,2,3,2,214,2,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
39719,40,1,1,4,1,2,2,4,2,25,1,999,0,3,1.4,94.465,-41.8,4.864,5228.1,0
39720,33,1,2,7,2,1,2,3,3,174,2,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
39721,33,8,1,4,2,1,1,1,5,128,2,6,1,1,-1.8,93.369,-34.8,0.636,5008.7,0
39722,31,8,1,7,2,1,1,3,4,163,1,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,0
39723,34,1,1,4,2,1,2,3,3,49,1,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
39724,42,7,2,8,2,1,1,5,1,685,2,999,0,3,1.4,93.918,-42.7,4.96,5228.1,0
39725,41,1,2,7,1,1,1,6,2,21,17,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
39726,23,2,1,4,2,1,1,3,1,115,1,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,0
39727,58,3,2,1,1,1,1,9,1,104,2,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
39728,40,2,2,2,2,1,1,3,5,356,4,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,0
39729,36,2,2,3,1,2,1,5,5,118,3,999,0,3,1.4,93.918,-42.7,4.957,5228.1,0
39730,54,1,2,7,2,1,2,3,4,461,3,999,0,3,1.1,93.994,-36.4,4.855,5191.0,0
39731,30,12,2,7,2,1,1,6,2,95,2,999,0,3,1.4,93.444,-36.1,4.968,5228.1,0
39732,30,1,1,7,1,1,1,6,5,235,1,999,0,3,1.4,93.444,-36.1,4.966,5228.1,0
39733,56,6,2,6,3,3,1,8,4,181,1,6,1,1,-3.4,92.431,-26.9,0.733,5017.5,1
39734,31,5,1,7,2,1,1,3,1,125,1,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,0
39735,40,8,2,4,1,1,1,5,3,83,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
39736,38,10,1,7,2,1,2,4,2,267,1,999,0,3,1.4,94.465,-41.8,4.864,5228.1,0
39737,47,10,1,6,2,2,2,4,1,227,1,999,0,3,1.4,94.465,-41.8,4.865,5228.1,0
39738,32,2,2,3,1,1,1,2,4,583,1,5,1,1,-1.8,93.075,-47.1,1.41,5099.1,1
39739,49,1,1,7,2,1,2,5,4,167,1,999,0,3,1.4,93.918,-42.7,4.958,5228.1,0
39740,46,1,1,7,1,1,1,3,1,8,4,999,0,3,-1.8,92.893,-46.2,1.244,5099.1,0
39741,56,2,2,3,2,1,1,3,5,705,1,999,0,3,-1.8,92.893,-46.2,1.313,5099.1,0
39742,32,1,2,4,1,1,2,3,1,70,1,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
39743,60,6,2,7,2,1,1,6,1,174,1,999,0,3,1.4,93.444,-36.1,4.97,5228.1,0
39744,33,2,2,3,1,1,2,3,2,176,3,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
39745,28,2,1,3,1,1,2,4,2,550,1,999,0,3,1.4,94.465,-41.8,4.864,5228.1,0
39746,23,9,1,4,2,1,1,3,4,77,1,999,1,2,-1.8,92.893,-46.2,1.27,5099.1,0
39747,26,1,1,4,1,1,2,4,3,203,4,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
39748,56,8,3,4,2,1,1,5,1,761,8,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
39749,46,5,2,4,2,1,1,5,4,329,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
39750,33,1,1,7,1,1,2,5,3,67,2,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
39751,30,2,2,1,2,1,2,3,4,162,2,999,0,3,-1.8,92.893,-46.2,1.266,5099.1,0
39752,46,10,3,6,1,1,1,5,3,187,3,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
39753,53,11,2,1,2,1,1,9,5,80,10,999,0,3,-0.1,93.2,-42.0,4.021,5195.8,0
39754,49,8,2,2,1,2,1,2,5,383,1,999,0,3,-1.8,93.075,-47.1,1.479,5099.1,0
39755,47,2,2,7,1,1,1,6,1,115,3,999,0,3,1.4,93.444,-36.1,4.965,5228.1,0
39756,39,10,1,2,1,1,2,3,3,362,1,999,0,3,1.1,93.994,-36.4,4.856,5191.0,0
39757,29,1,1,4,1,1,2,3,3,93,1,999,0,3,1.1,93.994,-36.4,4.858,5191.0,0
39758,54,1,2,7,1,1,1,5,4,9,5,999,0,3,1.4,93.918,-42.7,4.968,5228.1,0
39759,41,10,1,7,1,1,2,3,3,551,1,999,0,3,1.1,93.994,-36.4,4.857,5191.0,0
39760,36,10,2,2,1,1,1,2,1,316,2,999,1,2,-1.8,93.075,-47.1,1.405,5099.1,0
39761,40,2,2,3,1,1,2,5,5,304,3,999,0,3,1.4,93.918,-42.7,4.959,5228.1,0
39762,42,2,2,1,2,1,1,9,1,109,2,999,0,3,-0.1,93.2,-42.0,4.191,5195.8,0
39763,29,1,1,7,1,1,1,6,5,82,7,999,0,3,1.4,93.444,-36.1,4.963,5228.1,0
39764,20,10,1,6,2,1,2,4,2,52,1,999,1,2,-1.7,94.055,-39.8,0.702,4991.6,0
39765,47,7,2,7,1,1,1,2,1,145,1,999,0,3,-1.8,93.075,-47.1,1.405,5099.1,0
39766,32,10,2,3,1,1,1,3,2,64,1,999,0,3,-1.8,92.893,-46.2,1.344,5099.1,0
39767,59,2,2,6,1,1,2,8,2,19,1,999,0,3,-0.1,93.798,-40.4,4.968,5195.8,0
39768,31,10,2,6,1,1,1,6,4,87,1,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
39769,51,2,1,3,2,1,2,4,3,573,2,999,0,3,1.4,94.465,-41.8,4.962,5228.1,0
39770,35,10,2,7,2,1,2,4,5,246,3,999,0,3,1.4,94.465,-41.8,4.967,5228.1,0
39771,35,8,2,8,2,2,1,5,2,174,9,999,0,3,1.4,93.918,-42.7,4.961,5228.1,0
39772,37,10,1,7,1,1,1,6,5,180,2,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
39773,31,10,1,4,2,1,1,6,2,193,2,999,0,3,1.4,93.444,-36.1,4.966,5228.1,0
39774,40,8,3,4,1,1,2,4,5,155,2,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
39775,45,2,2,3,2,1,2,4,5,528,3,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
39776,32,1,2,7,2,1,1,3,1,188,2,999,0,3,-1.8,92.893,-46.2,1.299,5099.1,0
39777,44,1,3,4,1,1,1,8,4,634,1,999,0,3,-3.4,92.431,-26.9,0.74,5017.5,0
39778,57,4,2,7,1,1,1,5,3,388,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
39779,35,1,2,7,1,1,2,4,5,13,4,999,0,3,1.4,94.465,-41.8,4.959,5228.1,0
39780,28,10,2,3,2,1,1,5,1,1080,4,999,0,3,1.4,93.918,-42.7,4.96,5228.1,1
39781,27,10,2,6,2,1,1,4,1,492,1,999,0,3,-2.9,92.963,-40.8,1.266,5076.2,0
39782,45,12,2,8,1,2,2,3,4,160,1,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
39783,29,10,1,6,1,1,1,6,3,26,10,999,0,3,1.4,93.444,-36.1,4.964,5228.1,0
39784,23,1,1,6,1,1,1,5,3,115,1,999,0,3,1.4,93.918,-42.7,4.963,5228.1,0
39785,57,1,2,1,2,1,1,5,2,290,1,999,0,3,1.4,93.918,-42.7,4.962,5228.1,0
39786,40,2,2,4,1,1,2,3,3,158,3,999,0,3,1.1,93.994,-36.4,4.859,5191.0,0
39787,29,1,1,4,1,1,1,6,5,130,1,999,0,3,-2.9,92.201,-31.4,0.881,5076.2,1
39788,33,10,2,3,2,1,1,2,4,144,2,999,0,3,-1.8,93.075,-47.1,1.365,5099.1,0
39789,34,9,1,1,2,1,2,3,4,1185,3,999,0,3,1.1,93.994,-36.4,4.86,5191.0,0
